Nodes initialized
ToRs initialized
Links initialized
Running with a link bandwidth of: 100.000000Gbps
Running with a slot length of 0.640000ns
SW delay: 500.000000 ns (781 timeslots)
Per hop propagation delay: 10.000000 ns (16 timeslots)
Bytes sent per timeslot 8
Opening tracefile mix_memcached0.2_dctcp0.8.csv
initialized flow 0 (0, -1), src 21 dst 24, flow_size 52560B (6570) ts 820213
initialized flow 171 (1, 999), src 5 dst 18, flow_size 2920B (365) ts 13337
initialized flow 172 (1, 999), src 36 dst 40, flow_size 1460B (182) ts 46105
initialized flow 173 (1, 999), src 53 dst 54, flow_size 144540B (18067) ts 10463
initialized flow 174 (1, 0), src 30 dst 51, flow_size 24B (3) ts 17256
initialized flow 175 (1, 0), src 53 dst 30, flow_size 24B (3) ts 35177
initialized flow 176 (1, 0), src 15 dst 52, flow_size 24B (3) ts 16517
initialized flow 177 (0, -1), src 27 dst 15, flow_size 5838540B (729817) ts 501510
initialized flow 178 (0, -1), src 17 dst 7, flow_size 4782960B (597870) ts 893675
initialized flow 179 (1, 0), src 11 dst 45, flow_size 24B (3) ts 47099
initialized flow 180 (0, -1), src 32 dst 14, flow_size 232140B (29017) ts 240344
initialized flow 181 (0, -1), src 8 dst 57, flow_size 27740B (3467) ts 1535695
initialized flow 182 (1, 999), src 40 dst 42, flow_size 1460B (182) ts 35039
initialized flow 183 (1, 0), src 37 dst 3, flow_size 24B (3) ts 52676
initialized flow 184 (1, 999), src 2 dst 15, flow_size 1460B (182) ts 17409
initialized flow 185 (0, -1), src 57 dst 51, flow_size 712480B (89060) ts 1477743
initialized flow 186 (1, 0), src 33 dst 51, flow_size 24B (3) ts 35051
initialized flow 187 (1, 0), src 15 dst 11, flow_size 24B (3) ts 44889
initialized flow 188 (1, 999), src 9 dst 10, flow_size 1460B (182) ts 12420
initialized flow 189 (1, 999), src 56 dst 63, flow_size 11680B (1460) ts 88
initialized flow 190 (1, 999), src 47 dst 41, flow_size 1460B (182) ts 27941
initialized flow 191 (1, 0), src 45 dst 14, flow_size 24B (3) ts 27268
initialized flow 192 (0, -1), src 40 dst 38, flow_size 18980B (2372) ts 213548
initialized flow 193 (1, 0), src 31 dst 35, flow_size 24B (3) ts 19460
initialized flow 194 (1, 999), src 33 dst 12, flow_size 4380B (547) ts 39425
initialized flow 195 (0, -1), src 41 dst 56, flow_size 1896540B (237067) ts 47860
initialized flow 196 (1, 999), src 35 dst 6, flow_size 1460B (182) ts 18271
initialized flow 197 (1, 999), src 0 dst 7, flow_size 1460B (182) ts 2736
initialized flow 198 (1, 999), src 48 dst 44, flow_size 2920B (365) ts 3572
initialized flow 199 (0, -1), src 58 dst 54, flow_size 51100B (6387) ts 241380
initialized flow 200 (1, 0), src 32 dst 31, flow_size 24B (3) ts 28894
initialized flow 201 (0, -1), src 27 dst 38, flow_size 8760B (1095) ts 898773
initialized flow 202 (1, 0), src 43 dst 31, flow_size 24B (3) ts 24836
initialized flow 203 (0, -1), src 40 dst 19, flow_size 163520B (20440) ts 1077566
initialized flow 204 (1, 999), src 22 dst 4, flow_size 1460B (182) ts 33231
initialized flow 205 (0, -1), src 15 dst 63, flow_size 3312740B (414092) ts 941809
initialized flow 206 (0, -1), src 59 dst 58, flow_size 1068720B (133590) ts 1329832
initialized flow 207 (0, -1), src 35 dst 36, flow_size 423400B (52925) ts 39710
initialized flow 208 (0, -1), src 48 dst 14, flow_size 26280B (3285) ts 762629
initialized flow 209 (0, -1), src 48 dst 33, flow_size 154760B (19345) ts 1403807
initialized flow 210 (0, -1), src 60 dst 55, flow_size 71540B (8942) ts 1838012
initialized flow 211 (0, -1), src 9 dst 10, flow_size 71540B (8942) ts 180217
initialized flow 212 (0, -1), src 8 dst 21, flow_size 27740B (3467) ts 1065566
initialized flow 213 (0, -1), src 14 dst 10, flow_size 3308360B (413545) ts 66210
initialized flow 214 (1, 0), src 14 dst 52, flow_size 24B (3) ts 26493
initialized flow 215 (0, -1), src 15 dst 13, flow_size 1997280B (249660) ts 1088941
initialized flow 216 (1, 999), src 27 dst 11, flow_size 1460B (182) ts 45720
initialized flow 217 (1, 0), src 32 dst 41, flow_size 24B (3) ts 32142
initialized flow 218 (1, 0), src 11 dst 3, flow_size 24B (3) ts 41009
initialized flow 219 (0, -1), src 62 dst 13, flow_size 73000B (9125) ts 1235536
initialized flow 220 (0, -1), src 56 dst 3, flow_size 24751380B (3093922) ts 891698
initialized flow 221 (0, -1), src 52 dst 0, flow_size 65700B (8212) ts 1616872
initialized flow 222 (1, 0), src 45 dst 18, flow_size 24B (3) ts 12677
initialized flow 223 (0, -1), src 52 dst 42, flow_size 18980B (2372) ts 157512
initialized flow 224 (0, -1), src 43 dst 47, flow_size 8541000B (1067625) ts 1468894
initialized flow 225 (1, 0), src 33 dst 56, flow_size 24B (3) ts 2862
initialized flow 226 (1, 0), src 3 dst 29, flow_size 24B (3) ts 1392
initialized flow 227 (1, 999), src 19 dst 39, flow_size 2920B (365) ts 10116
initialized flow 228 (1, 999), src 56 dst 52, flow_size 2920B (365) ts 32439
initialized flow 229 (0, -1), src 49 dst 23, flow_size 18980B (2372) ts 1050388
initialized flow 230 (1, 999), src 12 dst 54, flow_size 1460B (182) ts 37914
initialized flow 231 (0, -1), src 12 dst 46, flow_size 42340B (5292) ts 1254536
initialized flow 232 (1, 0), src 6 dst 48, flow_size 24B (3) ts 49986
initialized flow 233 (1, 999), src 4 dst 59, flow_size 17520B (2190) ts 51849
initialized flow 234 (1, 999), src 13 dst 38, flow_size 4380B (547) ts 6097
initialized flow 235 (0, -1), src 54 dst 44, flow_size 20440B (2555) ts 1621665
initialized flow 236 (1, 999), src 58 dst 14, flow_size 4380B (547) ts 52240
initialized flow 237 (1, 0), src 10 dst 37, flow_size 24B (3) ts 45674
initialized flow 238 (1, 999), src 29 dst 47, flow_size 1460B (182) ts 41970
initialized flow 239 (0, -1), src 13 dst 14, flow_size 13050940B (1631367) ts 664418
initialized flow 240 (0, -1), src 1 dst 10, flow_size 68620B (8577) ts 987834
initialized flow 241 (1, 999), src 5 dst 0, flow_size 1460B (182) ts 5880
initialized flow 242 (1, 0), src 36 dst 12, flow_size 24B (3) ts 35824
initialized flow 243 (1, 999), src 38 dst 35, flow_size 2920B (365) ts 8637
initialized flow 244 (0, -1), src 5 dst 41, flow_size 953380B (119172) ts 221430
initialized flow 245 (1, 999), src 34 dst 23, flow_size 1460B (182) ts 31860
initialized flow 246 (0, -1), src 10 dst 23, flow_size 5269140B (658642) ts 65506
initialized flow 247 (1, 0), src 9 dst 5, flow_size 24B (3) ts 9669
initialized flow 248 (1, 999), src 44 dst 63, flow_size 2920B (365) ts 14672
initialized flow 249 (0, -1), src 7 dst 2, flow_size 8760B (1095) ts 1609692
initialized flow 250 (0, -1), src 30 dst 47, flow_size 8760B (1095) ts 1819564
initialized flow 251 (0, -1), src 14 dst 4, flow_size 24820B (3102) ts 1515780
initialized flow 252 (1, 0), src 61 dst 50, flow_size 24B (3) ts 53873
initialized flow 253 (1, 0), src 59 dst 6, flow_size 24B (3) ts 47920
initialized flow 254 (1, 999), src 62 dst 0, flow_size 2920B (365) ts 18079
initialized flow 255 (0, -1), src 16 dst 8, flow_size 55480B (6935) ts 432915
initialized flow 256 (0, -1), src 23 dst 37, flow_size 8760B (1095) ts 1757972
initialized flow 257 (0, -1), src 5 dst 39, flow_size 8557060B (1069632) ts 1123509
initialized flow 258 (1, 0), src 33 dst 6, flow_size 24B (3) ts 6834
initialized flow 259 (0, -1), src 61 dst 17, flow_size 61320B (7665) ts 1046015
initialized flow 260 (0, -1), src 60 dst 43, flow_size 21900B (2737) ts 1596657
initialized flow 261 (1, 999), src 62 dst 8, flow_size 1460B (182) ts 53731
initialized flow 262 (1, 999), src 12 dst 51, flow_size 1460B (182) ts 14211
initialized flow 263 (0, -1), src 0 dst 35, flow_size 21340820B (2667602) ts 1582128
initialized flow 264 (1, 0), src 7 dst 57, flow_size 24B (3) ts 52519
initialized flow 265 (0, -1), src 9 dst 58, flow_size 1127120B (140890) ts 328162
initialized flow 266 (0, -1), src 36 dst 1, flow_size 23360B (2920) ts 22860
initialized flow 267 (0, -1), src 34 dst 11, flow_size 13140B (1642) ts 729545
initialized flow 268 (0, -1), src 49 dst 58, flow_size 11680B (1460) ts 1636196
initialized flow 269 (0, -1), src 16 dst 39, flow_size 26280B (3285) ts 578648
initialized flow 270 (1, 0), src 10 dst 5, flow_size 24B (3) ts 36931
initialized flow 271 (1, 999), src 7 dst 2, flow_size 1460B (182) ts 47913
initialized flow 272 (0, -1), src 1 dst 40, flow_size 48180B (6022) ts 400589
initialized flow 273 (0, -1), src 12 dst 47, flow_size 51100B (6387) ts 606539
initialized flow 274 (0, -1), src 4 dst 55, flow_size 894980B (111872) ts 1284777
initialized flow 275 (1, 999), src 61 dst 17, flow_size 1460B (182) ts 31134
initialized flow 276 (1, 0), src 21 dst 39, flow_size 24B (3) ts 47918
initialized flow 277 (1, 0), src 46 dst 12, flow_size 24B (3) ts 8590
initialized flow 278 (0, -1), src 12 dst 51, flow_size 26280B (3285) ts 477449
initialized flow 279 (1, 999), src 36 dst 1, flow_size 1460B (182) ts 680
initialized flow 280 (1, 0), src 18 dst 10, flow_size 24B (3) ts 32418
initialized flow 281 (1, 0), src 3 dst 13, flow_size 24B (3) ts 28541
initialized flow 282 (1, 0), src 46 dst 47, flow_size 24B (3) ts 2666
initialized flow 283 (1, 999), src 54 dst 35, flow_size 2920B (365) ts 20682
initialized flow 284 (0, -1), src 20 dst 7, flow_size 55480B (6935) ts 482281
initialized flow 285 (1, 999), src 15 dst 46, flow_size 1460B (182) ts 28825
initialized flow 286 (0, -1), src 6 dst 25, flow_size 8760B (1095) ts 760273
initialized flow 287 (1, 0), src 37 dst 14, flow_size 24B (3) ts 41314
initialized flow 288 (0, -1), src 3 dst 50, flow_size 78840B (9855) ts 112885
initialized flow 289 (1, 999), src 27 dst 57, flow_size 1460B (182) ts 41605
initialized flow 290 (1, 0), src 15 dst 9, flow_size 24B (3) ts 24097
initialized flow 291 (1, 999), src 10 dst 28, flow_size 1460B (182) ts 5416
initialized flow 292 (0, -1), src 42 dst 11, flow_size 52560B (6570) ts 500720
initialized flow 293 (0, -1), src 43 dst 41, flow_size 67160B (8395) ts 404352
initialized flow 294 (0, -1), src 58 dst 5, flow_size 14600B (1825) ts 82803
initialized flow 295 (1, 999), src 9 dst 5, flow_size 2920B (365) ts 36781
initialized flow 296 (1, 999), src 23 dst 41, flow_size 1460B (182) ts 29167
initialized flow 297 (0, -1), src 32 dst 18, flow_size 27740B (3467) ts 590123
initialized flow 298 (0, -1), src 44 dst 59, flow_size 1838140B (229767) ts 859984
initialized flow 299 (1, 0), src 13 dst 19, flow_size 24B (3) ts 32571
initialized flow 300 (1, 999), src 55 dst 37, flow_size 2920B (365) ts 17121
initialized flow 301 (1, 0), src 32 dst 36, flow_size 24B (3) ts 53057
initialized flow 302 (0, -1), src 62 dst 14, flow_size 24252060B (3031507) ts 643313
initialized flow 303 (1, 999), src 2 dst 30, flow_size 4380B (547) ts 33857
initialized flow 304 (0, -1), src 35 dst 19, flow_size 71540B (8942) ts 1399864
initialized flow 305 (1, 999), src 3 dst 52, flow_size 2920B (365) ts 53324
initialized flow 306 (0, -1), src 16 dst 55, flow_size 576700B (72087) ts 1786079
initialized flow 307 (1, 999), src 60 dst 32, flow_size 1460B (182) ts 26422
initialized flow 308 (0, -1), src 28 dst 33, flow_size 8760B (1095) ts 1790438
initialized flow 309 (1, 0), src 19 dst 20, flow_size 24B (3) ts 3634
initialized flow 310 (0, -1), src 48 dst 56, flow_size 3714240B (464280) ts 1836492
initialized flow 311 (1, 0), src 35 dst 61, flow_size 24B (3) ts 20152
initialized flow 312 (0, -1), src 5 dst 33, flow_size 459900B (57487) ts 71122
initialized flow 313 (1, 0), src 9 dst 57, flow_size 24B (3) ts 53980
initialized flow 314 (0, -1), src 35 dst 11, flow_size 29200B (3650) ts 133777
initialized flow 315 (1, 999), src 52 dst 36, flow_size 1460B (182) ts 54580
initialized flow 316 (0, -1), src 10 dst 0, flow_size 671600B (83950) ts 1594015
initialized flow 317 (1, 999), src 44 dst 37, flow_size 7300B (912) ts 44673
initialized flow 318 (0, -1), src 59 dst 16, flow_size 1296480B (162060) ts 811718
initialized flow 319 (1, 999), src 4 dst 55, flow_size 2920B (365) ts 38241
initialized flow 320 (1, 0), src 62 dst 57, flow_size 24B (3) ts 28658
initialized flow 321 (1, 999), src 24 dst 41, flow_size 1460B (182) ts 9045
initialized flow 322 (0, -1), src 55 dst 37, flow_size 185420B (23177) ts 575199
initialized flow 323 (1, 999), src 25 dst 42, flow_size 1460B (182) ts 7223
initialized flow 324 (0, -1), src 15 dst 4, flow_size 68620B (8577) ts 1050247
initialized flow 325 (1, 0), src 27 dst 10, flow_size 24B (3) ts 6417
initialized flow 326 (1, 999), src 0 dst 10, flow_size 1460B (182) ts 7302
initialized flow 327 (1, 0), src 11 dst 29, flow_size 24B (3) ts 15902
initialized flow 328 (0, -1), src 1 dst 21, flow_size 830740B (103842) ts 537921
initialized flow 329 (1, 999), src 63 dst 44, flow_size 162060B (20257) ts 50575
initialized flow 330 (1, 0), src 31 dst 54, flow_size 24B (3) ts 47611
initialized flow 331 (0, -1), src 10 dst 37, flow_size 3108340B (388542) ts 1534470
initialized flow 332 (1, 999), src 63 dst 11, flow_size 1460B (182) ts 6096
initialized flow 333 (1, 0), src 4 dst 10, flow_size 24B (3) ts 47537
initialized flow 334 (1, 999), src 25 dst 52, flow_size 1460B (182) ts 14635
initialized flow 335 (1, 0), src 19 dst 29, flow_size 24B (3) ts 14511
initialized flow 336 (0, -1), src 39 dst 12, flow_size 1566580B (195822) ts 1367842
